"","Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","YOB","Sale_preds_reg"
"2508","FDI12",9.395,"Regular",0.100807923,"Baking Goods",88.4856,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,1193.77117634614
"2509","FDA28",16.1,"Regular",0.047898827,"Frozen Foods",126.2362,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2144.62198720748
"2510","FDF59",12.5,"Low Fat",0.071184721,"Starchy Foods",127.902,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2102.40781611428
"2511","FDM45",12.5,"Regular",0.087767643,"Snack Foods",122.2756,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,3436.31920354071
"2512","FDQ56",6.59,"Low Fat",0.106194617,"Fruits and Vegetables",83.1908,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1649.08087853623
"2513","FDR46",16.85,"Low Fat",0.139634411,"Snack Foods",146.076,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,2393.0801326392
"2514","FDT01",13.65,"Regular",0.184014453,"Canned",212.4902,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,3429.26824179507
"2515","FDD16",12.5,"Low Fat",0.036177057,"Frozen Foods",74.7696,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,2651.52949244263
"2516","NCU30",5.11,"Low Fat",0.05837308,"Household",161.221,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,799.433154436705
"2517","FDM40",10.195,"Low Fat",0.267701662,"Frozen Foods",143.7154,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,471.978184959209
"2518","FDI56",7.325,"Low Fat",0.093367723,"Fruits and Vegetables",93.1146,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,1674.85534766896
"2519","NCS30",5.945,"Low Fat",0.092948793,"Household",127.5652,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2029.97066659945
"2520","FDU08",10.3,"Low Fat",0.027469924,"Fruits and Vegetables",98.9042,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1915.86249548977
"2521","FDX51",12.5,"Regular",0.021951904,"Meat",195.1452,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,4600.4862732864
"2522","FDA43",10.895,"Low Fat",0.064806913,"Fruits and Vegetables",196.6794,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,3251.28585547248
"2523","FDX59",10.195,"Low Fat",0.086470378,"Breads",33.6558,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,-1153.16255494275
"2524","FDC37",15.5,"Low Fat",0.033007266,"Baking Goods",106.0938,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,1440.793648541
"2525","FDP58",11.1,"Low Fat",0.135029856,"Snack Foods",218.9482,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,3464.8648550473
"2526","NCY42",6.38,"Low Fat",0.015159706,"Household",142.447,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,2397.81911986703
"2527","FDF21",10.3,"Regular",0.059067021,"Fruits and Vegetables",189.653,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,2810.45734206407
"2528","FDU10",12.5,"Regular",0.045470757,"Snack Foods",38.1848,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,2140.544931123
"2529","DRL47",19.7,"Low Fat",0.038894579,"Hard Drinks",124.7362,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,1726.58227061343
"2530","FDA58",9.395,"Low Fat",0,"Snack Foods",237.6932,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,3490.88866765325
"2531","FDJ22",18.75,"Low Fat",0.05289235,"Snack Foods",192.7504,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,3145.07826422651
"2532","FDK50",7.96,"Low Fat",0.028363203,"Canned",160.4894,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2595.09814068259
"2533","FDO38",17.25,"Low Fat",0.072825279,"Canned",78.1986,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,1439.43442993931
"2534","DRF60",10.8,"Low Fat",0.052058877,"Soft Drinks",239.7564,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,3909.8188079909
"2535","NCZ42",12.5,"Low Fat",0.019763707,"Household",236.3248,"OUT019",1985,"Small","Tier 1","Grocery Store",34,1822.38226037157
"2536","FDD35",12.15,"Low Fat",0.025904641,"Starchy Foods",118.844,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,2042.11361029777
"2537","FDL25",6.92,"Regular",0.131190433,"Breakfast",92.7804,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,1637.61052004395
"2538","FDJ16",9.195,"Low Fat",0.114790042,"Frozen Foods",57.3246,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,940.102870961411
"2539","DRK59",8.895,"Low Fat",0.075567131,"Hard Drinks",234.8616,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,3809.23381963334
"2540","FDI50",8.42,"Regular",0.030842666,"Canned",231.0352,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,3736.72523151879
"2541","NCB19",6.525,"Low Fat",0.09047883,"Household",87.1882,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,1472.37343989124
"2542","DRI37",15.85,"Low Fat",0.107577534,"Soft Drinks",59.8904,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,1090.99565813318
"2543","FDA14",12.5,"Low Fat",0.064867575,"Dairy",147.876,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,3766.80250964533
"2544","FDC08",19,"Regular",0.103871404,"Fruits and Vegetables",227.772,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,3385.61978451565
"2545","FDS45",5.175,"Regular",0.029495954,"Snack Foods",104.5622,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,1733.95896368522
"2546","FDI21",5.59,"Regular",0.056690821,"Snack Foods",63.4168,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1182.39178114147
"2547","DRJ47",18.25,"Low Fat",0.044241936,"Hard Drinks",174.308,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,2917.71621664559
"2548","DRE37",12.5,"Low Fat",0.09376333,"Soft Drinks",188.8872,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,4409.38918681485
"2549","FDT55",13.6,"Regular",0.043832988,"Fruits and Vegetables",158.0946,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,2322.31099350149
"2550","NCG42",12.5,"Low Fat",0.041028183,"Household",129.131,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,3484.46100000057
"2551","FDA31",7.1,"Low Fat",0.110182726,"Fruits and Vegetables",171.208,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,2839.19697808419
"2552","NCW42",18.2,"Low Fat",0,"Household",222.0456,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,3491.99520267674
"2553","FDF50",4.905,"Low Fat",0.117994019,"Canned",195.2768,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,3386.15685408099
"2554","FDK56",9.695,"Low Fat",0.130200124,"Fruits and Vegetables",186.7898,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,3074.26689376768
"2555","FDX10",6.385,"Regular",0.123687134,"Snack Foods",36.8874,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,794.60954294757
"2556","NCK07",12.5,"Low Fat",0.048450921,"Others",163.3526,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,4032.4341370706
"2557","FDZ49",11,"Regular",0.133898743,"Canned",222.0798,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,3840.06239849538
"2558","FDR33",7.31,"Low Fat",0.026766644,"Snack Foods",108.657,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,1783.42724222169
"2559","FDO44",12.6,"Low Fat",0,"Fruits and Vegetables",110.8228,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,1555.83135020838
"2560","FDA20",6.78,"Low Fat",0.066621085,"Fruits and Vegetables",186.624,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2995.29460718614
"2561","NCL30",18.1,"Low Fat",0.049039681,"Household",127.8336,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2111.80722083105
"2562","FDI05",12.5,"Regular",0.222132498,"Frozen Foods",74.4354,"OUT019",1985,"Small","Tier 1","Grocery Store",34,-702.757288339492
"2563","FDQ12",12.65,"Low Fat",0.035554996,"Baking Goods",228.501,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,3346.49402986925
"2564","FDH47",13.5,"Regular",0,"Starchy Foods",95.8068,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1913.76623970894
"2565","FDH34",8.63,"Low Fat",0.031221915,"Snack Foods",185.8582,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,2674.99863387259
"2566","FDF29",15.1,"Regular",0.019934187,"Frozen Foods",131.431,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2133.52069795343
"2567","FDG40",13.65,"Low Fat",0.039986574,"Frozen Foods",34.3558,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,295.39316081173
"2568","NCE18",10,"Low Fat",0.021546531,"Household",249.175,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,4187.29939069244
"2569","FDP21",7.42,"Regular",0.043084893,"Snack Foods",189.1872,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,1311.05089884504
"2570","FDY50",5.8,"Low Fat",0.130846833,"Dairy",88.6172,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,1410.19468191525
"2571","FDB36",5.465,"Regular",0,"Baking Goods",129.2626,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,2235.76408980773
"2572","NCZ29",15,"Low Fat",0.071482421,"Health and Hygiene",127.2362,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,2122.10010672636
"2573","FDU20",19.35,"Regular",0.02154496,"Fruits and Vegetables",119.0098,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,1717.95660237004
"2574","FDO56",10.195,"Regular",0.044945123,"Fruits and Vegetables",117.7808,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2004.16991096574
"2575","FDW31",11.35,"Regular",0.043225203,"Fruits and Vegetables",197.7742,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,3315.70898902761
"2576","DRH59",10.8,"Low Fat",0.058384823,"Hard Drinks",74.838,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,1256.41607951243
"2577","NCB30",14.6,"Low Fat",0.02584838,"Household",197.5084,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,3379.57150938516
"2578","FDK43",12.5,"Low Fat",0.026710788,"Meat",127.902,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,3507.81115624915
"2579","FDW43",20.1,"Regular",0.022470715,"Fruits and Vegetables",229.3036,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,3812.05066315977
"2580","NCL19",15.35,"Low Fat",0.015764902,"Others",141.147,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,2522.76544857329
"2581","FDJ27",17.7,"Regular",0.121876033,"Meat",100.3674,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,1644.03459905091
"2582","FDC45",17,"Low Fat",0.135733218,"Fruits and Vegetables",169.9106,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2708.88486289334
"2583","FDY40",15.5,"Regular",0.085818761,"Frozen Foods",51.2692,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,1008.90568995043
"2584","NCM41",16.5,"Low Fat",0.035649249,"Health and Hygiene",91.912,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,1628.56368200054
"2585","NCK18",12.5,"Low Fat",0.011727514,"Household",164.5184,"OUT019",1985,"Small","Tier 1","Grocery Store",34,707.305415257544
"2586","FDP37",15.6,"Low Fat",0.143328443,"Breakfast",129.7994,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,2157.27048375824
"2587","FDA27",12.5,"Regular",0.030777863,"Dairy",255.5672,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,5497.95558012468
"2588","NCX30",16.7,"Low Fat",0.026615593,"Household",247.4776,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,4023.73243451862
"2589","FDR09",18.25,"Low Fat",0.078164241,"Snack Foods",256.9962,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,4315.69887116588
"2590","FDG08",12.5,"Regular",0.164558565,"Fruits and Vegetables",172.6764,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,4238.27425281197
"2591","NCU30",5.11,"Low Fat",0.034845668,"Household",164.621,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2624.88225964758
"2592","FDB16",8.21,"Low Fat",0.045179902,"Dairy",87.8198,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1667.67067011503
"2593","FDM16",8.155,"Regular",0.033745202,"Frozen Foods",73.6354,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1508.85742337183
"2594","FDC48",9.195,"Low Fat",0.015846096,"Baking Goods",81.5592,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,1375.27943623916
"2595","NCF18",18.35,"Low Fat",0.088982596,"Household",189.9504,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2965.17889743769
"2596","FDU46",10.3,"Regular",0.011171624,"Snack Foods",86.954,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,1185.73066305227
"2597","FDH41",9,"Low Fat",0.082345601,"Frozen Foods",214.5534,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,3089.2159701496
"2598","NCN42",20.25,"Low Fat",0.023805745,"Household",145.5418,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,558.379701348754
"2599","FDU49",19.5,"Regular",0.030694361,"Canned",88.254,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,1509.06596609601
"2600","FDB20",12.5,"Low Fat",0.051728948,"Fruits and Vegetables",77.9986,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,2754.6224934927
"2601","FDG50",12.5,"Low Fat",0.026738937,"Canned",89.6146,"OUT019",1985,"Small","Tier 1","Grocery Store",34,-398.387064913431
"2602","FDW20",20.75,"Low Fat",0.024198404,"Fruits and Vegetables",122.073,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2097.6448815497
"2603","NCO55",12.8,"Low Fat",0.091178768,"Others",109.1938,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1825.43557115307
"2604","FDX48",17.75,"Regular",0.037887894,"Baking Goods",154.6656,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2516.01922731498
"2605","FDU48",18.85,"Low Fat",0.055358452,"Baking Goods",132.7284,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2124.00569939691
"2606","FDR48",12.5,"Low Fat",0.230246928,"Baking Goods",152.1024,"OUT019",1985,"Small","Tier 1","Grocery Store",34,486.52814119549
"2607","FDK27",11,"Low Fat",0.008939091,"Meat",122.7756,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2016.69615268438
"2608","FDT35",19.85,"Regular",0.081387594,"Breads",166.0816,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2714.5367464882
"2609","FDN12",15.6,"Low Fat",0.081230024,"Baking Goods",109.8544,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1859.04847812429
"2610","NCE31",12.5,"Low Fat",0.323637245,"Household",35.5216,"OUT019",1985,"Small","Tier 1","Grocery Store",34,-1395.77040291322
"2611","FDL21",15.85,"Regular",0.007186838,"Snack Foods",41.148,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1024.04504411944
"2612","FDV56",16.1,"Regular",0.013672625,"Fruits and Vegetables",106.8596,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,2085.6792896218
"2613","FDR16",5.845,"Regular",0.105612027,"Frozen Foods",214.8218,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,3685.33219704327
"2614","NCP41",16.6,"Low Fat",0.016235909,"Health and Hygiene",108.9596,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1853.76372767939
"2615","FDJ27",17.7,"Regular",0.121774611,"Meat",101.8674,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,1698.08882195374
"2616","FDA07",7.55,"Regular",0.03111966,"Fruits and Vegetables",122.6072,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,2329.72269636708
"2617","FDK55",18.5,"Low Fat",0.02580175,"Meat",89.0172,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1549.01449301869
"2618","FDM33",15.6,"Low Fat",0.087856073,"Snack Foods",220.7798,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,3572.18749643495
"2619","FDY46",18.6,"Low Fat",0.047889939,"Snack Foods",186.9898,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2959.71212502252
"2620","FDD36",13.3,"Low Fat",0.021273561,"Baking Goods",117.8124,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,1905.09021871765
"2621","FDB12",12.5,"Regular",0.104797702,"Baking Goods",101.8648,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,3124.63513188276
"2622","FDF28",12.5,"Regular",0.066296239,"Frozen Foods",125.9046,"OUT019",1985,"Small","Tier 1","Grocery Store",34,145.968393825942
"2623","NCE07",12.5,"Low Fat",0.022988989,"Household",143.3154,"OUT019",1985,"Small","Tier 1","Grocery Store",34,373.872004075364
"2624","FDW50",12.5,"Low Fat",0.075212058,"Dairy",165.1158,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,4031.94240612501
"2625","NCW18",15.1,"Low Fat",0.059660386,"Household",236.7248,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,3979.30260682792
"2626","NCJ17",12.5,"Low Fat",0.267106722,"Health and Hygiene",85.4224,"OUT019",1985,"Small","Tier 1","Grocery Store",34,-573.258157709555
"2627","DRZ24",7.535,"Low Fat",0.13689554,"Soft Drinks",120.244,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,147.518123875678
"2628","FDS07",12.35,"Low Fat",0,"Fruits and Vegetables",115.0518,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,2042.31981704195
"2629","NCW05",20.25,"Low Fat",0.247843179,"Health and Hygiene",107.6938,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,-70.6398250242584
"2630","FDZ22",9.395,"Low Fat",0.045454306,"Snack Foods",83.125,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,1071.40098061234
"2631","FDK02",12.5,"Low Fat",0,"Canned",118.144,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,1942.46666565431
"2632","FDZ45",12.5,"Low Fat",0,"Snack Foods",196.6084,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,4575.34026599928
"2633","FDL25",6.92,"Regular",0.130924914,"Breakfast",91.1804,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,1511.77886220352
"2634","FDS08",5.735,"Low Fat",0.057076739,"Fruits and Vegetables",175.737,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2930.31712938112
"2635","NCZ42",12.5,"Low Fat",0.011233267,"Household",235.5248,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,5149.40805854779
"2636","FDX57",17.25,"Regular",0.047257274,"Snack Foods",97.0068,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,1748.18853734959
"2637","FDF21",10.3,"Regular",0.058827383,"Fruits and Vegetables",189.853,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,3090.8627884949
"2638","FDJ56",8.985,"Low Fat",0.184150125,"Fruits and Vegetables",98.47,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,1309.03339417234
"2639","FDX10",6.385,"Regular",0.123607578,"Snack Foods",36.4874,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,675.760492043106
"2640","DRG48",5.78,"Low Fat",0.014552313,"Soft Drinks",145.1102,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,2450.82778190086
"2641","DRN37",9.6,"Low Fat",0.096297398,"Soft Drinks",167.3158,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2626.14787806721
"2642","NCY41",16.75,"Low Fat",0.076044136,"Health and Hygiene",34.9532,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,309.06661396846
"2643","FDN28",5.88,"Regular",0.030309247,"Frozen Foods",103.499,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,1801.28372588608
"2644","FDE34",9.195,"Low Fat",0.108110205,"Snack Foods",181.5634,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2962.56978184858
"2645","FDR10",17.6,"Low Fat",0.010060255,"Snack Foods",163.8552,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2712.75828177644
"2646","FDC32",18.35,"Low Fat",0.099669602,"Fruits and Vegetables",92.9462,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1796.98759677979
"2647","DRG13",17.25,"Low Fat",0.037186151,"Soft Drinks",164.3526,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2594.27646828863
"2648","FDP59",20.85,"Regular",0.056553503,"Breads",104.9648,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1837.10400147707
"2649","NCT53",5.4,"Low Fat",0.080536751,"Health and Hygiene",165.8526,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,893.17842678894
"2650","FDL57",12.5,"Regular",0.066751989,"Snack Foods",257.4304,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,5546.19189578671
"2651","FDN32",17.5,"Low Fat",0.026044866,"Fruits and Vegetables",185.2266,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,1245.91999920882
"2652","FDK09",15.2,"Low Fat",0.092137107,"Snack Foods",227.4352,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,3300.11861651766
"2653","FDA52",16.2,"Regular",0.214952566,"Frozen Foods",178.437,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,1070.18228144183
"2654","FDC57",20.1,"Regular",0.054679411,"Fruits and Vegetables",193.282,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,3237.88838070278
"2655","FDI09",20.75,"Regular",0.129313138,"Seafood",239.488,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,4133.07093973902
"2656","NCB07",19.2,"Low Fat",0.077507549,"Household",197.911,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,3092.15610691519
"2657","FDP26",7.785,"Low Fat",0.139526439,"Dairy",103.1306,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,1745.06230595744
"2658","FDP40",12.5,"Regular",0.034190793,"Frozen Foods",112.0544,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,3277.10763690047
"2659","FDL15",17.85,"Low Fat",0.046595951,"Meat",151.5682,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2449.82849377087
"2660","FDV07",9.5,"Low Fat",0,"Fruits and Vegetables",111.3228,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,1842.39181402403
"2661","FDS03",7.825,"Low Fat",0.080079022,"Meat",65.1826,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1345.06304107474
"2662","FDE50",19.7,"Regular",0.016230842,"Canned",185.9556,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,3131.26067988776
"2663","FDQ15",20.35,"Regular",0.15192798,"Meat",79.4276,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1583.16725978662
"2664","FDQ33",13.35,"Low Fat",0.15266209,"Snack Foods",150.3708,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,625.72010906398
"2665","FDT22",10.395,"Low Fat",0.112003932,"Snack Foods",58.022,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,967.742506375488
"2666","DRO35",13.85,"Low Fat",0.03456382,"Hard Drinks",117.2492,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,2034.87502409798
"2667","FDJ41",6.85,"Low Fat",0.022918858,"Frozen Foods",261.5594,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,4214.59001631058
"2668","FDQ27",5.19,"Regular",0.044244253,"Meat",104.899,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,1887.9429628371
"2669","FDC26",10.195,"Low Fat",0.127097968,"Canned",112.3886,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,2090.7042690387
"2670","NCF43",12.5,"Low Fat",0,"Household",142.947,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,3712.0405663667
"2671","NCR50",20.2,"Low Fat",0.011817852,"Household",153.134,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,2558.21390181734
"2672","FDE39",7.89,"Low Fat",0.036281701,"Dairy",119.6782,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,1613.59967271241
"2673","FDN49",12.5,"Regular",0.124618061,"Breakfast",40.548,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,2171.10536856134
"2674","DRG11",6.385,"Low Fat",0.083822437,"Hard Drinks",107.3596,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,1869.63863875666
"2675","NCA18",10.1,"Low Fat",0.05616476,"Household",117.0492,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1942.11855247012
"2676","FDM36",11.65,"Regular",0.058970075,"Baking Goods",171.9422,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,2504.29415696614
"2677","FDW32",18.35,"Regular",0.094830216,"Fruits and Vegetables",85.6882,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1730.21098478684
"2678","NCQ18",15.75,"Low Fat",0.226084177,"Household",98.67,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,-230.747827586067
"2679","FDX14",12.5,"Low Fat",0.07457713,"Dairy",76.2354,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,2648.87415491378
"2680","FDD46",6.035,"Low Fat",0.142055011,"Snack Foods",152.3998,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,2674.43310452818
"2681","FDI34",12.5,"Regular",0.149062064,"Snack Foods",232.1668,"OUT019",1985,"Small","Tier 1","Grocery Store",34,1790.94973975432
"2682","NCJ17",7.68,"Low Fat",0.152527644,"Health and Hygiene",85.2224,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,1493.11303733128
"2683","FDB52",17.75,"Low Fat",0.030429846,"Dairy",257.2672,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,4172.30075671059
"2684","FDV55",17.75,"Low Fat",0.055297776,"Fruits and Vegetables",143.7444,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,2048.67946850073
"2685","FDC57",20.1,"Regular",0.054594531,"Fruits and Vegetables",191.682,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,3115.6937644153
"2686","FDB29",16.7,"Regular",0.052411676,"Frozen Foods",115.2176,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,1870.44240626094
"2687","NCO43",5.5,"Low Fat",0.047089304,"Others",100.1016,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,1747.10668960652
"2688","FDG44",6.13,"Low Fat",0.102398197,"Fruits and Vegetables",52.7298,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,1001.8612634715
"2689","FDJ34",11.8,"Regular",0.093845664,"Snack Foods",126.4704,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2152.90253535573
